FishCode,FishDesc,Consigned,Sold,LowPrice,AvgPrice,HighPrice,MonthNum,YearNum,FishGroup
PADM,"Pollock, Atl | medium",34143.0,34143,1.05,1.37,2.61,2,2018,Pollock
CADM,Cod | market,1539.0,1486,0.0,2.58,3.22,2,2018,Cod
FYWX,Yellowtail | mixed,2.0,0,0.0,0.0,0.0,2,2018,Yellowtail
HDDP,Haddock | snapper,3411.0,3266,0.0,0.69,1.23,2,2018,Haddock
HWSJ,"Hake, white | sow",3576.0,3429,0.0,2.87,5.42,2,2018,Hake
HWSS,"Hake, white | small",869.0,791,0.0,0.49,0.69,2,2018,Hake
PADL,"Pollock, Atl | large",28513.0,21503,1.28,1.75,2.89,2,2018,Pollock
FADS,"Halibut, Atlantic | 10-50",29.0,29,12.16,12.16,12.16,3,2018,Halibut
CADL,Cod | large,2112.0,1884,2.58,3.45,5.26,3,2018,Cod
CADM,Cod | market,3827.0,3525,2.47,3.17,4.82,3,2018,Cod
HDDS,Haddock | scrod,46699.0,28161,0.99,1.66,2.55,3,2018,Haddock
FADM,"Halibut, Atlantic | 50-85",114.0,114,10.06,10.9,11.56,3,2018,Halibut
FYWL,Yellowtail | large,1.0,0,0.0,0.0,0.0,3,2018,Yellowtail
HWSL,"Hake, white | large",7926.0,6958,0.0,2.79,4.52,3,2018,Hake
HDDP,Haddock | snapper,1718.0,1418,0.59,1.17,1.57,3,2018,Haddock
PADM,"Pollock, Atl | medium",11115.0,11115,1.0,2.54,3.87,3,2018,Pollock
PADS,"Pollock, Atl | small",18329.0,14205,0.6,1.13,2.98,3,2018,Pollock
HWSS,"Hake, white | small",755.0,713,0.0,1.62,2.0,3,2018,Hake
POWX,Redfish | mixed,3408.0,2502,0.64,1.02,1.33,3,2018,Redfish
HWSM,"Hake, white | medium",2418.0,2408,0.0,2.34,3.47,3,2018,Hake
PADL,"Pollock, Atl | large",10384.0,10338,0.0,3.16,3.77,3,2018,Pollock
HDDL,Haddock | large,5780.0,5780,1.93,2.73,4.92,3,2018,Haddock
HWSJ,"Hake, white | sow",2108.0,2077,1.89,3.24,4.76,3,2018,Hake
FADL,"Halibut, Atlantic | 85-125",91.0,91,7.35,7.35,7.35,4,2018,Halibut
FYWL,Yellowtail | large,147.0,43,0.0,1.59,1.86,4,2018,Yellowtail
FYWS,Yellowtail | small,182.0,46,0.0,1.43,1.81,4,2018,Yellowtail
CADS,Cod | scrod,24.0,3,0.0,1.49,1.49,4,2018,Cod
FADS,"Halibut, Atlantic | 10-50",73.0,73,9.01,9.75,10.36,4,2018,Halibut
HDDP,Haddock | snapper,1994.0,1666,0.0,0.94,1.3,4,2018,Haddock
HWSS,"Hake, white | small",600.0,148,0.0,0.5,0.5,4,2018,Hake
PADM,"Pollock, Atl | medium",6520.0,6520,1.24,1.76,2.87,4,2018,Pollock
CADL,Cod | large,7861.0,7495,0.0,2.63,5.11,4,2018,Cod
FADM,"Halibut, Atlantic | 50-85",63.0,63,8.51,8.51,8.51,4,2018,Halibut
CADM,Cod | market,15321.0,4710,0.0,2.45,4.21,4,2018,Cod
FYWX,Yellowtail | mixed,71.0,71,0.79,1.16,1.5,4,2018,Yellowtail
PADL,"Pollock, Atl | large",9162.0,9162,1.63,2.28,3.67,4,2018,Pollock
HDDL,Haddock | large,4099.0,4099,1.86,2.84,4.02,4,2018,Haddock
HDDS,Haddock | scrod,16467.0,15556,0.0,1.53,2.76,4,2018,Haddock
POWX,Redfish | mixed,2080.0,1934,0.0,0.84,1.43,4,2018,Redfish
HWSL,"Hake, white | large",9593.0,8090,1.12,1.65,2.89,4,2018,Hake
PADS,"Pollock, Atl | small",5044.0,4741,0.0,0.73,1.83,4,2018,Pollock
HWSJ,"Hake, white | sow",1538.0,1538,2.19,2.71,3.04,4,2018,Hake
HWSM,"Hake, white | medium",2337.0,1456,0.0,1.19,1.48,4,2018,Hake
PADL,"Pollock, Atl | large",8911.0,8838,0.0,1.78,2.36,5,2018,Pollock
HWSJ,"Hake, white | sow",1240.0,1176,0.0,2.54,4.02,5,2018,Hake
CADS,Cod | scrod,3.0,0,0.0,0.0,0.0,5,2018,Cod
HWSS,"Hake, white | small",1218.0,392,0.0,0.62,0.85,5,2018,Hake
CADM,Cod | market,1363.0,1363,2.02,2.97,3.42,5,2018,Cod
HDDP,Haddock | snapper,601.0,516,0.0,0.93,1.26,5,2018,Haddock
PADS,"Pollock, Atl | small",8215.0,8118,0.0,0.78,1.48,5,2018,Pollock
HDDL,Haddock | large,2257.0,2257,2.24,2.97,4.67,5,2018,Haddock
PADM,"Pollock, Atl | medium",11790.0,11790,0.59,1.45,2.2,5,2018,Pollock
HWSM,"Hake, white | medium",5025.0,2847,0.0,1.54,2.47,5,2018,Hake
CADL,Cod | large,1317.0,1317,2.52,3.19,4.12,5,2018,Cod
HDDS,Haddock | scrod,14076.0,13425,0.0,1.92,2.53,5,2018,Haddock
HWSL,"Hake, white | large",15019.0,13796,0.84,1.66,3.23,5,2018,Hake
POWX,Redfish | mixed,7011.0,3800,0.0,0.65,0.92,5,2018,Redfish
HDDL,Haddock | large,747.0,738,0.0,3.03,5.02,6,2018,Haddock
HWSJ,"Hake, white | sow",1210.0,1210,1.28,2.43,4.36,6,2018,Hake
PADL,"Pollock, Atl | large",23318.0,23318,1.25,2.03,2.5,6,2018,Pollock
POWX,Redfish | mixed,5726.0,3468,0.0,0.68,1.1,6,2018,Redfish
HWSS,"Hake, white | small",947.0,257,0.0,1.04,1.12,6,2018,Hake
HWSM,"Hake, white | medium",5325.0,2959,0.0,1.36,2.26,6,2018,Hake
PADM,"Pollock, Atl | medium",19920.0,19920,0.95,1.78,2.34,6,2018,Pollock
PADS,"Pollock, Atl | small",6601.0,6408,0.0,0.98,1.5,6,2018,Pollock
FADM,"Halibut, Atlantic | 50-85",303.0,242,7.06,7.91,8.51,6,2018,Halibut
HWSL,"Hake, white | large",27158.0,21877,0.6,1.55,2.71,6,2018,Hake
CADL,Cod | large,4279.0,3845,2.26,3.42,4.51,6,2018,Cod
CADM,Cod | market,5683.0,5268,2.26,2.74,4.11,6,2018,Cod
HDDP,Haddock | snapper,505.0,248,0.0,0.68,1.2,6,2018,Haddock
HDDS,Haddock | scrod,6929.0,5506,0.0,1.84,2.26,6,2018,Haddock
CADS,Cod | scrod,74.0,13,0.0,1.38,1.52,6,2018,Cod
FADS,"Halibut, Atlantic | 10-50",139.0,139,7.81,8.4,9.11,6,2018,Halibut
HWSL,"Hake, white | large",46191.0,34643,0.75,1.58,2.5,7,2018,Hake
HWSM,"Hake, white | medium",8489.0,4345,0.0,1.21,1.86,7,2018,Hake
HWSJ,"Hake, white | sow",1908.0,1908,1.5,3.12,4.12,7,2018,Hake
PADS,"Pollock, Atl | small",5847.0,5106,0.55,1.84,3.05,7,2018,Pollock
HDDL,Haddock | large,1060.0,1019,0.0,2.93,4.22,7,2018,Haddock
POWX,Redfish | mixed,5258.0,3107,0.0,0.82,1.61,7,2018,Redfish
CADM,Cod | market,5407.0,4453,0.0,2.79,4.32,7,2018,Cod
PADL,"Pollock, Atl | large",21347.0,18341,1.74,2.46,3.72,7,2018,Pollock
CADL,Cod | large,5554.0,4532,2.52,3.33,4.62,7,2018,Cod
FADM,"Halibut, Atlantic | 50-85",245.0,182,0.0,7.86,8.16,7,2018,Halibut
HDDS,Haddock | scrod,14231.0,10911,0.0,1.73,2.52,7,2018,Haddock
CADS,Cod | scrod,18.0,3,0.0,1.49,1.49,7,2018,Cod
FADS,"Halibut, Atlantic | 10-50",95.0,46,0.0,6.45,6.45,7,2018,Halibut
HDDP,Haddock | snapper,918.0,127,0.0,0.58,0.98,7,2018,Haddock
HWSS,"Hake, white | small",1040.0,294,0.0,0.49,0.78,7,2018,Hake
PADM,"Pollock, Atl | medium",16571.0,14265,1.06,2.28,3.62,7,2018,Pollock
FADL,"Halibut, Atlantic | 85-125",108.0,108,6.3,6.3,6.3,7,2018,Halibut
FYWS,Yellowtail | small,5.0,0,0.0,0.0,0.0,7,2018,Yellowtail
HDDS,Haddock | scrod,41397.0,30378,0.7,1.65,2.5,8,2018,Haddock
HWSL,"Hake, white | large",74828.0,46399,0.0,0.93,1.38,8,2018,Hake
POWX,Redfish | mixed,6774.0,5572,0.62,0.75,1.51,8,2018,Redfish
CADL,Cod | large,4745.0,4438,2.12,3.96,5.22,8,2018,Cod
CADM,Cod | market,3313.0,2888,0.0,3.62,4.82,8,2018,Cod
HWSM,"Hake, white | medium",21267.0,9973,0.0,0.67,1.16,8,2018,Hake
HDDL,Haddock | large,4239.0,4120,1.23,2.41,3.37,8,2018,Haddock
HDDP,Haddock | snapper,3028.0,934,0.0,0.85,1.62,8,2018,Haddock
PADM,"Pollock, Atl | medium",14941.0,12951,1.48,2.14,2.7,8,2018,Pollock
PADS,"Pollock, Atl | small",6353.0,5969,0.0,1.25,2.01,8,2018,Pollock
CADS,Cod | scrod,3.0,0,0.0,0.0,0.0,8,2018,Cod
FADJ,"Halibut, Atlantic | >125",200.0,200,5.95,5.95,5.95,8,2018,Halibut
FADS,"Halibut, Atlantic | 10-50",68.0,31,0.0,6.75,6.75,8,2018,Halibut
HWSS,"Hake, white | small",3264.0,755,0.0,0.42,0.54,8,2018,Hake
HWSJ,"Hake, white | sow",2839.0,2808,1.39,3.03,4.17,8,2018,Hake
FADM,"Halibut, Atlantic | 50-85",381.0,381,6.2,7.99,9.96,8,2018,Halibut
FYWS,Yellowtail | small,1.0,0,0.0,0.0,0.0,8,2018,Yellowtail
PADL,"Pollock, Atl | large",19407.0,19376,1.44,2.36,3.02,8,2018,Pollock
CADL,Cod | large,3220.0,3220,2.48,3.28,4.92,9,2018,Cod
CADM,Cod | market,1066.0,1058,0.0,2.85,4.42,9,2018,Cod
FADS,"Halibut, Atlantic | 10-50",173.0,139,0.0,7.49,7.91,9,2018,Halibut
HDDP,Haddock | snapper,2825.0,763,0.0,0.54,0.73,9,2018,Haddock
HDDS,Haddock | scrod,47412.0,39624,0.0,1.19,1.99,9,2018,Haddock
FADM,"Halibut, Atlantic | 50-85",218.0,218,6.16,7.21,7.95,9,2018,Halibut
HWSL,"Hake, white | large",32223.0,31581,0.71,1.54,2.79,9,2018,Hake
PADS,"Pollock, Atl | small",3507.0,2617,0.0,1.32,1.89,9,2018,Pollock
HWSM,"Hake, white | medium",9787.0,8546,0.0,1.17,1.87,9,2018,Hake
PADM,"Pollock, Atl | medium",6999.0,6999,1.21,1.75,2.6,9,2018,Pollock
FADL,"Halibut, Atlantic | 85-125",302.0,302,4.56,5.41,6.25,9,2018,Halibut
FYWS,Yellowtail | small,2.0,0,0.0,0.0,0.0,9,2018,Yellowtail
PADL,"Pollock, Atl | large",7869.0,7869,1.71,2.17,4.02,9,2018,Pollock
HWSS,"Hake, white | small",1571.0,1348,0.0,0.63,0.96,9,2018,Hake
POWX,Redfish | mixed,3600.0,2541,0.0,0.79,1.0,9,2018,Redfish
HDDL,Haddock | large,7414.0,6238,0.0,2.05,3.23,9,2018,Haddock
HWSJ,"Hake, white | sow",1393.0,1393,2.19,2.97,3.57,9,2018,Hake
FADL,"Halibut, Atlantic | 85-125",106.0,106,7.56,7.56,7.56,10,2018,Halibut
HDDP,Haddock | snapper,3750.0,2379,0.0,0.62,0.9,10,2018,Haddock
FADS,"Halibut, Atlantic | 10-50",65.0,65,8.01,9.27,10.56,10,2018,Halibut
FYWL,Yellowtail | large,1.0,0,0.0,0.0,0.0,10,2018,Yellowtail
FYWS,Yellowtail | small,16.0,0,0.0,0.0,0.0,10,2018,Yellowtail
HWSS,"Hake, white | small",1369.0,1277,0.0,0.76,0.91,10,2018,Hake
PADM,"Pollock, Atl | medium",27937.0,27869,0.0,1.36,2.1,10,2018,Pollock
CADL,Cod | large,2279.0,2201,2.49,3.53,5.21,10,2018,Cod
FADM,"Halibut, Atlantic | 50-85",125.0,125,7.71,8.05,8.51,10,2018,Halibut
HDDS,Haddock | scrod,63684.0,53186,0.0,1.0,1.66,10,2018,Haddock
CADM,Cod | market,2721.0,2516,0.0,2.91,4.22,10,2018,Cod
PADL,"Pollock, Atl | large",20214.0,19857,0.0,1.75,2.58,10,2018,Pollock
HDDL,Haddock | large,11731.0,11418,0.0,1.89,2.72,10,2018,Haddock
HWSL,"Hake, white | large",28377.0,26613,0.0,1.66,2.87,10,2018,Hake
POWX,Redfish | mixed,5517.0,3783,0.0,0.64,1.25,10,2018,Redfish
HWSJ,"Hake, white | sow",2066.0,2066,1.61,2.82,3.82,10,2018,Hake
HWSM,"Hake, white | medium",8430.0,8220,0.0,1.16,2.21,10,2018,Hake
PADS,"Pollock, Atl | small",10367.0,9259,0.0,0.78,1.28,10,2018,Pollock
FADM,"Halibut, Atlantic | 50-85",128.0,128,6.56,7.88,8.85,11,2018,Halibut
PADL,"Pollock, Atl | large",32881.0,32881,0.77,1.24,2.06,11,2018,Pollock
CADS,Cod | scrod,2.0,0,0.0,0.0,0.0,11,2018,Cod
CADU,Cod undersized,1.0,0,0.0,0.0,0.0,11,2018,Cod
FADJ,"Halibut, Atlantic | >125",138.0,138,7.41,7.41,7.41,11,2018,Halibut
FADS,"Halibut, Atlantic | 10-50",223.0,223,7.01,7.67,8.26,11,2018,Halibut
HDDU,Haddock | undersized,3.0,0,0.0,0.0,0.0,11,2018,Haddock
HWSS,"Hake, white | small",1112.0,880,0.0,0.66,1.11,11,2018,Hake
POWU,Redfish | undersized,1.0,0,0.0,0.0,0.0,11,2018,Redfish
HDDL,Haddock | large,11371.0,11266,1.51,1.96,2.52,11,2018,Haddock
HDDP,Haddock | snapper,2354.0,2327,0.0,0.61,0.78,11,2018,Haddock
HWSJ,"Hake, white | sow",2383.0,2383,1.95,2.57,3.1,11,2018,Hake
PADM,"Pollock, Atl | medium",39434.0,37015,0.64,0.94,1.5,11,2018,Pollock
PADS,"Pollock, Atl | small",20319.0,19417,0.0,0.52,0.93,11,2018,Pollock
HWSL,"Hake, white | large",40501.0,31140,0.0,1.39,2.03,11,2018,Hake
CADL,Cod | large,3014.0,2856,2.26,3.03,4.22,11,2018,Cod
CADM,Cod | market,815.0,722,0.0,2.45,4.06,11,2018,Cod
HDDS,Haddock | scrod,43147.0,42574,0.73,1.04,1.46,11,2018,Haddock
HWSM,"Hake, white | medium",6933.0,6616,0.41,0.93,1.56,11,2018,Hake
POWX,Redfish | mixed,6812.0,6022,0.5,0.68,0.84,11,2018,Redfish
HWSJ,"Hake, white | sow",3292.0,3292,2.11,2.93,3.77,12,2018,Hake
HWSS,"Hake, white | small",1082.0,1053,0.0,1.03,1.38,12,2018,Hake
POWX,Redfish | mixed,9587.0,5026,0.0,0.77,1.0,12,2018,Redfish
FYWS,Yellowtail | small,2.0,2,0.49,0.49,0.49,12,2018,Yellowtail
PADL,"Pollock, Atl | large",36933.0,24313,0.0,1.02,2.51,12,2018,Pollock
CADL,Cod | large,8933.0,7331,1.97,2.42,4.22,12,2018,Cod
FADM,"Halibut, Atlantic | 50-85",107.0,107,10.41,11.05,11.76,12,2018,Halibut
HWSM,"Hake, white | medium",4137.0,4132,0.0,1.49,3.08,12,2018,Hake
HWSL,"Hake, white | large",25804.0,25500,0.0,1.75,3.72,12,2018,Hake
PADS,"Pollock, Atl | small",27511.0,15147,0.0,0.57,2.24,12,2018,Pollock
CADM,Cod | market,6443.0,4140,0.0,2.4,4.17,12,2018,Cod
CADS,Cod | scrod,8.0,5,0.0,1.13,1.13,12,2018,Cod
FADS,"Halibut, Atlantic | 10-50",91.0,91,9.85,10.16,10.51,12,2018,Halibut
HDDL,Haddock | large,13647.0,13340,0.0,2.21,3.13,12,2018,Haddock
HDDP,Haddock | snapper,3857.0,2197,0.4,0.77,1.25,12,2018,Haddock
HDDS,Haddock | scrod,71367.0,65821,0.0,1.14,2.42,12,2018,Haddock
PADM,"Pollock, Atl | medium",48443.0,42110,0.0,0.75,2.03,12,2018,Pollock
HWSS,"Hake, white | small",1062.0,1007,0.0,0.96,1.77,1,2017,Hake
POWX,Redfish | mixed,6684.0,6684,0.7,0.99,1.4,1,2017,Redfish
HWSJ,"Hake, white | sow",1539.0,1495,0.0,4.38,5.61,1,2017,Hake
HWSM,"Hake, white | medium",1792.0,1792,1.1,2.1,3.27,1,2017,Hake
PADS,"Pollock, Atl | small",22001.0,21479,0.0,0.77,1.22,1,2017,Pollock
CADL,Cod | large,4531.0,4164,0.0,4.33,5.76,1,2017,Cod
CADM,Cod | market,4143.0,4095,0.0,3.93,5.77,1,2017,Cod
CADS,Cod | scrod,6.0,6,3.5,3.5,3.5,1,2017,Cod
FADS,"Halibut, Atlantic | 10-50",263.0,263,11.11,11.61,13.15,1,2017,Halibut
HDDL,Haddock | large,6644.0,5694,0.0,2.83,4.52,1,2017,Haddock
HDDP,Haddock | snapper,6161.0,6158,0.0,1.07,1.39,1,2017,Haddock
HDDS,Haddock | scrod,23054.0,23026,0.0,1.99,2.84,1,2017,Haddock
PADM,"Pollock, Atl | medium",30298.0,30265,0.0,1.83,2.72,1,2017,Pollock
HWSL,"Hake, white | large",8824.0,8800,0.0,3.1,4.72,1,2017,Hake
PADL,"Pollock, Atl | large",32541.0,31244,0.0,2.4,3.15,1,2017,Pollock
CADS,Cod | scrod,9.0,9,1.71,1.71,1.71,2,2017,Cod
HWSS,"Hake, white | small",542.0,470,0.0,1.09,1.88,2,2017,Hake
HDDL,Haddock | large,5480.0,5480,1.86,2.55,4.17,2,2017,Haddock
HWSJ,"Hake, white | sow",3022.0,3022,2.38,2.97,6.21,2,2017,Hake
HWSM,"Hake, white | medium",1652.0,1352,1.27,1.57,2.6,2,2017,Hake
PADS,"Pollock, Atl | small",19990.0,10515,0.46,0.68,1.1,2,2017,Pollock
CADL,Cod | large,2104.0,2104,2.41,2.74,3.67,2,2017,Cod
FADM,"Halibut, Atlantic | 50-85",53.0,53,10.16,10.16,10.16,2,2017,Halibut
HDDS,Haddock | scrod,18690.0,17317,0.94,1.75,2.82,2,2017,Haddock
HWSL,"Hake, white | large",7052.0,7052,1.99,2.41,6.22,2,2017,Hake
POWX,Redfish | mixed,11723.0,11723,0.68,0.75,0.96,2,2017,Redfish
PADL,"Pollock, Atl | large",20405.0,20405,1.78,2.15,3.0,2,2017,Pollock
PADM,"Pollock, Atl | medium",17177.0,17177,1.28,1.57,2.51,2,2017,Pollock
CADM,Cod | market,2476.0,2476,2.31,2.64,3.67,2,2017,Cod
HDDP,Haddock | snapper,2345.0,2268,0.0,1.19,1.48,2,2017,Haddock
HWSL,"Hake, white | large",2595.0,2481,0.0,2.35,3.11,3,2017,Hake
FADS,"Halibut, Atlantic | 10-50",61.0,61,9.5,9.55,9.6,3,2017,Halibut
CADM,Cod | market,1231.0,1188,0.0,2.83,3.57,3,2017,Cod
HDDL,Haddock | large,2001.0,2001,1.69,2.82,5.47,3,2017,Haddock
HWSJ,"Hake, white | sow",1507.0,1507,1.82,2.76,3.67,3,2017,Hake
HWSS,"Hake, white | small",234.0,197,0.0,1.16,1.9,3,2017,Hake
PADL,"Pollock, Atl | large",11778.0,10593,0.0,2.38,3.22,3,2017,Pollock
CADL,Cod | large,1116.0,1116,2.93,3.56,3.97,3,2017,Cod
HDDP,Haddock | snapper,1861.0,1861,0.65,1.32,2.3,3,2017,Haddock
HDDS,Haddock | scrod,7132.0,7130,0.0,2.05,2.66,3,2017,Haddock
POWX,Redfish | mixed,13964.0,9761,0.0,0.91,1.61,3,2017,Redfish
HWSM,"Hake, white | medium",708.0,637,0.0,1.66,2.43,3,2017,Hake
PADM,"Pollock, Atl | medium",8169.0,5995,0.0,2.03,2.51,3,2017,Pollock
PADS,"Pollock, Atl | small",13735.0,13730,0.0,0.71,2.9,3,2017,Pollock
CADM,Cod | market,18582.0,8414,0.0,2.52,4.86,4,2017,Cod
PADL,"Pollock, Atl | large",43622.0,35268,1.01,1.81,4.07,4,2017,Pollock
HWSJ,"Hake, white | sow",1695.0,1684,0.0,3.91,4.67,4,2017,Hake
CADS,Cod | scrod,84.0,37,0.0,1.49,1.59,4,2017,Cod
FADS,"Halibut, Atlantic | 10-50",110.0,110,8.61,9.62,10.61,4,2017,Halibut
HDDL,Haddock | large,3925.0,3925,2.18,3.62,5.27,4,2017,Haddock
HDDP,Haddock | snapper,1952.0,1714,0.0,0.88,1.53,4,2017,Haddock
PADM,"Pollock, Atl | medium",14362.0,13173,0.76,1.5,3.92,4,2017,Pollock
CADL,Cod | large,7123.0,5784,1.7,3.02,5.32,4,2017,Cod
HDDS,Haddock | scrod,11505.0,11286,1.0,1.82,2.77,4,2017,Haddock
HWSL,"Hake, white | large",3989.0,3989,1.89,2.93,4.77,4,2017,Hake
FYWL,Yellowtail | large,612.0,282,0.0,1.38,2.06,4,2017,Yellowtail
FYWS,Yellowtail | small,658.0,36,0.0,1.01,2.06,4,2017,Yellowtail
PADS,"Pollock, Atl | small",17013.0,12836,0.52,0.74,1.4,4,2017,Pollock
FADM,"Halibut, Atlantic | 50-85",200.0,200,8.46,8.89,9.5,4,2017,Halibut
HWSM,"Hake, white | medium",1579.0,1539,0.0,2.28,3.57,4,2017,Hake
HWSS,"Hake, white | small",645.0,605,0.0,1.3,2.62,4,2017,Hake
POWX,Redfish | mixed,24345.0,9152,0.0,0.8,1.39,4,2017,Redfish
CADL,Cod | large,1968.0,1301,0.0,3.49,4.66,5,2017,Cod
CADM,Cod | market,2510.0,2366,0.0,2.51,4.11,5,2017,Cod
HDDL,Haddock | large,3752.0,3724,0.0,2.69,3.52,5,2017,Haddock
HDDP,Haddock | snapper,2089.0,2079,0.0,1.0,1.75,5,2017,Haddock
PADM,"Pollock, Atl | medium",20711.0,20711,1.06,1.5,2.83,5,2017,Pollock
PADL,"Pollock, Atl | large",22087.0,22087,1.26,1.97,4.67,5,2017,Pollock
HDDS,Haddock | scrod,15402.0,8583,0.0,2.12,2.85,5,2017,Haddock
HWSL,"Hake, white | large",10622.0,10622,1.61,2.68,4.57,5,2017,Hake
POWX,Redfish | mixed,6703.0,6645,0.0,0.84,1.24,5,2017,Redfish
PADS,"Pollock, Atl | small",14249.0,9176,0.0,0.74,2.02,5,2017,Pollock
HWSJ,"Hake, white | sow",3168.0,3168,1.99,3.6,4.57,5,2017,Hake
HWSM,"Hake, white | medium",4669.0,4583,0.0,1.71,3.09,5,2017,Hake
FADS,"Halibut, Atlantic | 10-50",132.0,132,8.96,9.18,9.66,5,2017,Halibut
HWSS,"Hake, white | small",2267.0,1909,0.0,0.89,2.04,5,2017,Hake
HWSM,"Hake, white | medium",6290.0,3586,0.0,1.1,2.01,6,2017,Hake
PADM,"Pollock, Atl | medium",16571.0,16039,0.0,1.2,2.61,6,2017,Pollock
CADL,Cod | large,2366.0,2340,0.0,4.16,4.96,6,2017,Cod
HDDP,Haddock | snapper,1217.0,852,0.0,1.04,1.42,6,2017,Haddock
HDDS,Haddock | scrod,10827.0,8411,1.5,2.17,3.52,6,2017,Haddock
POWX,Redfish | mixed,4225.0,3388,0.0,0.68,1.32,6,2017,Redfish
FADM,"Halibut, Atlantic | 50-85",52.0,52,8.86,8.86,8.86,6,2017,Halibut
FYWX,Yellowtail | mixed,9.0,0,0.0,0.0,0.0,6,2017,Yellowtail
PADL,"Pollock, Atl | large",41590.0,40119,1.0,1.4,4.12,6,2017,Pollock
HDDL,Haddock | large,1893.0,1878,2.47,3.36,6.16,6,2017,Haddock
HWSJ,"Hake, white | sow",2110.0,2110,1.99,2.57,3.67,6,2017,Hake
CADM,Cod | market,3459.0,3322,0.0,3.58,4.77,6,2017,Cod
CADS,Cod | scrod,9.0,0,0.0,0.0,0.0,6,2017,Cod
HWSS,"Hake, white | small",2214.0,488,0.0,0.6,0.88,6,2017,Hake
FADL,"Halibut, Atlantic | 85-125",87.0,87,7.71,7.71,7.71,6,2017,Halibut
FADS,"Halibut, Atlantic | 10-50",171.0,171,5.05,7.74,8.9,6,2017,Halibut
FYWL,Yellowtail | large,4.0,0,0.0,0.0,0.0,6,2017,Yellowtail
HWSL,"Hake, white | large",10679.0,9102,0.0,1.73,3.47,6,2017,Hake
PADS,"Pollock, Atl | small",8871.0,8292,0.0,0.98,1.7,6,2017,Pollock
FYWS,Yellowtail | small,6.0,0,0.0,0.0,0.0,7,2017,Yellowtail
HWSS,"Hake, white | small",1624.0,206,0.0,0.65,1.16,7,2017,Hake
FADM,"Halibut, Atlantic | 50-85",264.0,264,7.56,7.6,7.65,7,2017,Halibut
POWX,Redfish | mixed,4309.0,3470,0.0,0.84,1.45,7,2017,Redfish
HWSM,"Hake, white | medium",6309.0,4903,0.0,1.35,2.76,7,2017,Hake
PADS,"Pollock, Atl | small",14288.0,13851,0.99,1.37,2.52,7,2017,Pollock
HDDP,Haddock | snapper,1708.0,804,0.0,0.87,1.54,7,2017,Haddock
CADL,Cod | large,1452.0,1442,0.0,3.38,4.57,7,2017,Cod
HDDS,Haddock | scrod,16305.0,9905,0.0,1.89,2.9,7,2017,Haddock
HWSL,"Hake, white | large",15960.0,11911,0.0,2.05,7.07,7,2017,Hake
CADS,Cod | scrod,55.0,52,0.0,2.32,2.32,7,2017,Cod
FADS,"Halibut, Atlantic | 10-50",235.0,235,7.01,8.18,9.06,7,2017,Halibut
HDDL,Haddock | large,2544.0,2530,0.0,2.88,4.47,7,2017,Haddock
PADM,"Pollock, Atl | medium",11434.0,10029,0.0,2.17,3.0,7,2017,Pollock
HWSJ,"Hake, white | sow",1872.0,1861,0.0,3.27,4.62,7,2017,Hake
CADM,Cod | market,3069.0,2827,0.0,2.93,4.87,7,2017,Cod
PADL,"Pollock, Atl | large",23751.0,23735,2.0,2.67,3.77,7,2017,Pollock
CADS,Cod | scrod,18.0,3,0.0,2.29,2.29,8,2017,Cod
FADS,"Halibut, Atlantic | 10-50",281.0,212,0.0,8.57,9.61,8,2017,Halibut
HWSS,"Hake, white | small",2657.0,387,0.0,0.56,1.0,8,2017,Hake
HWSM,"Hake, white | medium",9855.0,7529,0.71,1.3,1.9,8,2017,Hake
HWSJ,"Hake, white | sow",6335.0,6335,1.82,2.93,4.37,8,2017,Hake
PADS,"Pollock, Atl | small",12616.0,10845,0.69,1.5,2.68,8,2017,Pollock
POWX,Redfish | mixed,5937.0,5853,0.0,0.88,1.72,8,2017,Redfish
FADM,"Halibut, Atlantic | 50-85",406.0,406,7.5,8.95,9.51,8,2017,Halibut
HWSL,"Hake, white | large",25380.0,25155,1.39,1.88,2.92,8,2017,Hake
PADL,"Pollock, Atl | large",23906.0,23906,2.04,2.59,4.12,8,2017,Pollock
HDDL,Haddock | large,4170.0,4162,0.0,2.71,4.57,8,2017,Haddock
HDDP,Haddock | snapper,3567.0,3472,0.0,0.83,1.3,8,2017,Haddock
PADM,"Pollock, Atl | medium",12528.0,12528,1.64,2.32,3.03,8,2017,Pollock
CADL,Cod | large,3185.0,3032,2.04,3.24,4.07,8,2017,Cod
CADM,Cod | market,4996.0,3954,0.0,2.81,4.62,8,2017,Cod
HDDS,Haddock | scrod,25556.0,24101,0.0,1.63,3.0,8,2017,Haddock
HWSL,"Hake, white | large",24237.0,22618,0.0,1.85,4.97,9,2017,Hake
PADS,"Pollock, Atl | small",7873.0,7693,0.0,1.13,2.02,9,2017,Pollock
CADS,Cod | scrod,16.0,10,0.0,1.5,1.5,9,2017,Cod
FADS,"Halibut, Atlantic | 10-50",117.0,117,7.95,8.58,9.61,9,2017,Halibut
HDDL,Haddock | large,4568.0,4568,1.29,2.36,3.97,9,2017,Haddock
HWSS,"Hake, white | small",2285.0,1712,0.0,0.55,0.85,9,2017,Hake
HWSJ,"Hake, white | sow",2192.0,2192,1.99,3.56,5.02,9,2017,Hake
CADM,Cod | market,3098.0,2424,0.0,2.68,3.02,9,2017,Cod
PADL,"Pollock, Atl | large",15704.0,15704,2.24,2.96,4.42,9,2017,Pollock
